Embeddable, قابل للطمر،قابل للإنطمار ,Arabeyes Technical Dictionary
Embedded, مضمَّن ,Arabeyes Technical Dictionary
Embedded system, نظام مطمور ,Arabeyes Technical Dictionary
Embedding, طمر،إنطمار ,Arabeyes Technical Dictionary
Embosser, مبرِز،مجسِم،مجسِد ,Arabeyes Technical Dictionary
Emoticon, وجه تعبيري ,Arabeyes Technical Dictionary
Emphasis,  ,Arabeyes Technical Dictionary
Empty, فارغ ,Arabeyes Technical Dictionary
Empty element tag,  ,Arabeyes Technical Dictionary
Emulate, محاكاه ,Arabeyes Technical Dictionary
Emulation, محاكاة ,Arabeyes Technical Dictionary
Emulator, محاكي ,Arabeyes Technical Dictionary
Enable, تفعيل ,Arabeyes Technical Dictionary
Enabled,  ,Arabeyes Technical Dictionary
Enabling, فسح،تمكين ,Arabeyes Technical Dictionary
Encapsulated Postscript, PostScript مغلف ,Arabeyes Technical Dictionary
Encapsulation, تغليف ,Arabeyes Technical Dictionary
Enclosure, مُغلّف ,Arabeyes Technical Dictionary
Encode, يرمّز،ترميز ,Arabeyes Technical Dictionary
Encoder, أداة ترميز ,Arabeyes Technical Dictionary
Encoding, ترميز ,Arabeyes Technical Dictionary
Encrypt, تعمية ,Arabeyes Technical Dictionary
Encrypted, مشفر ,Arabeyes Technical Dictionary
Encryption,  ,Arabeyes Technical Dictionary
End, ختام ,Arabeyes Technical Dictionary
Endl,  ,Arabeyes Technical Dictionary
Endless, أبدي،لا نهائي ,Arabeyes Technical Dictionary
Endless loop, حلقة لامتناهية ,Arabeyes Technical Dictionary
Endnote,  ,Arabeyes Technical Dictionary
End of file, نهاية ملف ,Arabeyes Technical Dictionary
Endpoint, نقطة النهاية ,Arabeyes Technical Dictionary
End tag,  ,Arabeyes Technical Dictionary
End-user, مستخدم نهائي ,Arabeyes Technical Dictionary
Engage,  ,Arabeyes Technical Dictionary
Engine, محرك ,Arabeyes Technical Dictionary
Engineer,  ,Arabeyes Technical Dictionary
Engineering, هندسة ,Arabeyes Technical Dictionary
Enhanced parallel port, منفذ متوازي مسند ,Arabeyes Technical Dictionary
Enhancement, تحسين ,Arabeyes Technical Dictionary
Enlarge, تكبير ,Arabeyes Technical Dictionary
Enlargement, إنتفاخ،تضخيم ,Arabeyes Technical Dictionary
Enqueue,  ,Arabeyes Technical Dictionary
Enter, دخول ,Arabeyes Technical Dictionary
Enterprise, (إقبال على) مشروع جديد ,Arabeyes Technical Dictionary
Entertainment, ترفيه ,Arabeyes Technical Dictionary
Entity, كيان ,Arabeyes Technical Dictionary
Entity-relationship diagram,  ,Arabeyes Technical Dictionary
Entity-relationship model,  ,Arabeyes Technical Dictionary
Entries, خانات ,Arabeyes Technical Dictionary
Entropy,  ,Arabeyes Technical Dictionary
Entry, مدخلة ,Arabeyes Technical Dictionary
Enumerated type, نوع معدّد ,Arabeyes Technical Dictionary
Enumeration, تَعْداد،إحصاء ,Arabeyes Technical Dictionary
Envelope, ظرف،غلاف ,Arabeyes Technical Dictionary
Environment, بيئة ,Arabeyes Technical Dictionary
Environment variable, متغير بيئة ,Arabeyes Technical Dictionary
Ephemeral, موسمي ,Arabeyes Technical Dictionary
Ephemeral port, منفذ موسمي ,Arabeyes Technical Dictionary
Episode,  ,Arabeyes Technical Dictionary
Epoch, تاريخ بدء الحساب ,Arabeyes Technical Dictionary
Epsilon, إبسلون ,Arabeyes Technical Dictionary
Equal, مساوِ،معادِل ,Arabeyes Technical Dictionary
Equalizer, معادِل ,Arabeyes Technical Dictionary
Equation, المعادلة ,Arabeyes Technical Dictionary
Equational logic,  ,Arabeyes Technical Dictionary
Equipment, مُعدّات ,Arabeyes Technical Dictionary
Equivalence class, صنف مكافئة ,Arabeyes Technical Dictionary
Equivalence class partitioning,  ,Arabeyes Technical Dictionary
Equivalence partitioning,  ,Arabeyes Technical Dictionary
Equivalence relation, علاقة التكافؤ ,Arabeyes Technical Dictionary
Equivalent, مكافِئ ,Arabeyes Technical Dictionary
Era, زمن ,Arabeyes Technical Dictionary
Erase, مسح ,Arabeyes Technical Dictionary
Ergonomic, بيئيات العمل ,Arabeyes Technical Dictionary
Error, خطأ ,Arabeyes Technical Dictionary
Error-based testing,  ,Arabeyes Technical Dictionary
Error correcting memory, ذاكرة مصححة الخطأ ,Arabeyes Technical Dictionary
Error detection and correction, إكتشاف و تصحيح الأخطاء ,Arabeyes Technical Dictionary
Error handling, معالجة الخطأ ,Arabeyes Technical Dictionary
Error indicator, مؤشر خطأ ,Arabeyes Technical Dictionary
Error message, رسالة خطأ ,Arabeyes Technical Dictionary
Error recovery, تصحيح بعد الخطأ ,Arabeyes Technical Dictionary
Escape, الخلوص ,Arabeyes Technical Dictionary
Escape character, محرف الخلوص ,Arabeyes Technical Dictionary
Escape sequence,  ,Arabeyes Technical Dictionary
Escrow,  ,Arabeyes Technical Dictionary
Esim,  ,Arabeyes Technical Dictionary
Essential complexity, تعقيد أساسي ,Arabeyes Technical Dictionary
Eta abstraction,  ,Arabeyes Technical Dictionary
Eta conversion,  ,Arabeyes Technical Dictionary
Eta expansion,  ,Arabeyes Technical Dictionary
Eta reduction,  ,Arabeyes Technical Dictionary
E-tex,  ,Arabeyes Technical Dictionary
Ethernet,  ,Arabeyes Technical Dictionary
Ethics, أصول، انضباط، آداب، علم الأخلاق ,Arabeyes Technical Dictionary
Evaluation, تخمين،تثمين،تقويم ,Arabeyes Technical Dictionary
Evaluation strategy,  ,Arabeyes Technical Dictionary
Evaluator,  ,Arabeyes Technical Dictionary
Event, حدث ,Arabeyes Technical Dictionary
Event-driven,  ,Arabeyes Technical Dictionary
Every, كلً ,Arabeyes Technical Dictionary
Evolutionary algorithm, خوارزمية تطورية ,Arabeyes Technical Dictionary
Evolutionary computation,  ,Arabeyes Technical Dictionary
Evolutionary programming, برمجة تطورية ,Arabeyes Technical Dictionary
Evolution strategy, استراتجية تطورية ,Arabeyes Technical Dictionary
Exa-,  ,Arabeyes Technical Dictionary
Exabyte, إكسابايت ,Arabeyes Technical Dictionary
Exact, تام ,Arabeyes Technical Dictionary
Example, مثال ,Arabeyes Technical Dictionary
Exception, استثناء ,Arabeyes Technical Dictionary
Exception handler,  ,Arabeyes Technical Dictionary
Exception handling,  ,Arabeyes Technical Dictionary
Exceptions, إستثنائات ,Arabeyes Technical Dictionary
Excercise, تمرين ,Arabeyes Technical Dictionary
Excl,  ,Arabeyes Technical Dictionary
Exclamation mark, علامة التعجّب ,Arabeyes Technical Dictionary
Exclamation point, علامة تهليل ,Arabeyes Technical Dictionary
Exclude, يستثني ,Arabeyes Technical Dictionary
Exclusive OR, ال_منظّمة: ,Arabeyes Technical Dictionary
Executable, تنفيذي ,Arabeyes Technical Dictionary
Executable content, محتوى تنفيذي ,Arabeyes Technical Dictionary
Executable file, ملف تنفيذي ,Arabeyes Technical Dictionary
Execute, تنفيذ ,Arabeyes Technical Dictionary
Execution, تنفيذ ,Arabeyes Technical Dictionary
Executive, تنفيذي ,Arabeyes Technical Dictionary
Exhaustive testing, إختبار معمق،إختبار شامل ,Arabeyes Technical Dictionary
Exist, موجود،حيً ,Arabeyes Technical Dictionary
Existential quantifier,  ,Arabeyes Technical Dictionary
Existing, موجود ,Arabeyes Technical Dictionary
Exit, خروج ,Arabeyes Technical Dictionary
Expand, توسيع ,Arabeyes Technical Dictionary
Expanded, واسع النطاق، ممتد، موسَّع ,Arabeyes Technical Dictionary
Expanded memory, ذاكرة موسعة ,Arabeyes Technical Dictionary
Expanded memory manager,  ,Arabeyes Technical Dictionary
Expanded memory page frame,  ,Arabeyes Technical Dictionary
Expansion, توسيع ,Arabeyes Technical Dictionary
Expansion card, بطاقة توسعة ,Arabeyes Technical Dictionary
Expansion slot, شقب توسيع ,Arabeyes Technical Dictionary
Expect, إرتقب،توقع ,Arabeyes Technical Dictionary
Expected location, المكان المرتقب،الموقع المرتقب ,Arabeyes Technical Dictionary
Expert system, نظام خبير ,Arabeyes Technical Dictionary
Expire, إنقضة الصلاحية ,Arabeyes Technical Dictionary
Explicit parallelism,  ,Arabeyes Technical Dictionary
Explicit state,  ,Arabeyes Technical Dictionary
Explicit type conversion,  ,Arabeyes Technical Dictionary
Exploit, ثغرة ,Arabeyes Technical Dictionary
Explore, استطلاع ,Arabeyes Technical Dictionary
Exponent, أُس ,Arabeyes Technical Dictionary
Exponential, أسِّي ,Arabeyes Technical Dictionary
Exponential notation, رموز موسيقية إغريقية قديمة ,Arabeyes Technical Dictionary
Exponential-time, زمن أسِّي ,Arabeyes Technical Dictionary
Exponential-time algorithm, خوارزم أسِّية الزمن ,Arabeyes Technical Dictionary
Export, تصدير ,Arabeyes Technical Dictionary
Exporting, مصدر ,Arabeyes Technical Dictionary
Expression, تعبير ,Arabeyes Technical Dictionary
Expression tree,  ,Arabeyes Technical Dictionary
Expunge, شطب ,Arabeyes Technical Dictionary
Extend, تمديد ,Arabeyes Technical Dictionary
Extended,  ,Arabeyes Technical Dictionary
Extended memory, ذاكرة موسعة ,Arabeyes Technical Dictionary
Extended memory manager,  ,Arabeyes Technical Dictionary
Extensible, قابل للتمديد ,Arabeyes Technical Dictionary
Extensible database,  ,Arabeyes Technical Dictionary
Extension, امتداد ,Arabeyes Technical Dictionary
Extensional,  ,Arabeyes Technical Dictionary
Extensional equality,  ,Arabeyes Technical Dictionary
Extensionality,  ,Arabeyes Technical Dictionary
Extent,  ,Arabeyes Technical Dictionary
External, خارجية ,Arabeyes Technical Dictionary
External data, بيانات خارجية ,Arabeyes Technical Dictionary
External memory, ذاكرة خارجيّة ,Arabeyes Technical Dictionary
Extra, إضافي ,Arabeyes Technical Dictionary
Extract, استخرج ,Arabeyes Technical Dictionary
Extranet, إكسترانت ,Arabeyes Technical Dictionary
Eyedropper, جاسوس،متنصت ,Arabeyes Technical Dictionary
E-zine, e-zine ,Arabeyes Technical Dictionary
Facsimile, نُسْخَةٌ طِبْقُ الأَصْل ,Arabeyes Technical Dictionary
Fact, واقع،معلومة ,Arabeyes Technical Dictionary
Factor,  ,Arabeyes Technical Dictionary
Factorial, مَضْروب ,Arabeyes Technical Dictionary
Factor of proportion, معامل تناسب ,Arabeyes Technical Dictionary
Factory, مصنع،معمل ,Arabeyes Technical Dictionary
Fade, تلاشي / تضاؤل ,Arabeyes Technical Dictionary
Fade in,  ,Arabeyes Technical Dictionary
Fade out,  ,Arabeyes Technical Dictionary
Fail, فشل ,Arabeyes Technical Dictionary
Failback,  ,Arabeyes Technical Dictionary
Failfast,  ,Arabeyes Technical Dictionary
Failover, تجاوز الفشل ,Arabeyes Technical Dictionary
Failover resource,  ,Arabeyes Technical Dictionary
Failure, فشل ,Arabeyes Technical Dictionary
Failure-directed testing,  ,Arabeyes Technical Dictionary
Failure fencing,  ,Arabeyes Technical Dictionary
Fall back, اللُّجُوءُ،الحلً في حالة التراجع ,Arabeyes Technical Dictionary
Fallback, اللُّجُوءُ،الحلً في حالة التراجع ,Arabeyes Technical Dictionary
Fallback procedure, إجراءات التراجع ,Arabeyes Technical Dictionary
Fall forward,  ,Arabeyes Technical Dictionary
Fallout, سقط ,Arabeyes Technical Dictionary
Fall over,  ,Arabeyes Technical Dictionary
Fall through,  ,Arabeyes Technical Dictionary
Fall thru,  ,Arabeyes Technical Dictionary
False,  ,Arabeyes Technical Dictionary
Farkled,  ,Arabeyes Technical Dictionary
Farm, مزرعة ,Arabeyes Technical Dictionary
Fast, سريع ,Arabeyes Technical Dictionary
Fatal, قاتل، فادح ,Arabeyes Technical Dictionary
Fatal error, خطأ فادح ,Arabeyes Technical Dictionary
Fatal exception,  ,Arabeyes Technical Dictionary
Fat binary,  ,Arabeyes Technical Dictionary
Fat client,  ,Arabeyes Technical Dictionary
Fault, صدع،غلط ,Arabeyes Technical Dictionary
Fault-based testing,  ,Arabeyes Technical Dictionary
Fault monitor,  ,Arabeyes Technical Dictionary
Fault tolerance, الاستجابة للخطأ ,Arabeyes Technical Dictionary
Fault tolerant,  ,Arabeyes Technical Dictionary
Fault tree analysis,  ,Arabeyes Technical Dictionary
Faulty, مصدوع،غلط ,Arabeyes Technical Dictionary
Favorite, مفضل،منتخب ,Arabeyes Technical Dictionary
Fax, فَاكْس ,Arabeyes Technical Dictionary
Feasible,  ,Arabeyes Technical Dictionary
Feature, ميزة ,Arabeyes Technical Dictionary
Feature creep,  ,Arabeyes Technical Dictionary
Feed, تلقيم ,Arabeyes Technical Dictionary
Feedback, انطباع ,Arabeyes Technical Dictionary
Feedback control,  ,Arabeyes Technical Dictionary
Feed-forward,  ,Arabeyes Technical Dictionary
Feeper,  ,Arabeyes Technical Dictionary
Femto-,  ,Arabeyes Technical Dictionary
Fence, عائق،سيج ,Arabeyes Technical Dictionary
Fetch, جلب ,Arabeyes Technical Dictionary
Fetch-execute cycle,  ,Arabeyes Technical Dictionary
Fetchmail,  ,Arabeyes Technical Dictionary
Fiber optics, علوم، تقنية بصريات الألياف ,Arabeyes Technical Dictionary
Fibre optics, علوم، تقنية بصريات الألياف ,Arabeyes Technical Dictionary
Field, حقل ,Arabeyes Technical Dictionary
Field mouse, فأرة الحقل ,Arabeyes Technical Dictionary
Field-programmable gate array,  ,Arabeyes Technical Dictionary
Field-replaceable,  ,Arabeyes Technical Dictionary
Fields, حقول ,Arabeyes Technical Dictionary
Field separator, فاصل حقول ,Arabeyes Technical Dictionary
Fields involved, الحقول المتورطة ,Arabeyes Technical Dictionary
Fiery,  ,Arabeyes Technical Dictionary
FIFO, الداخل أولاً، خارج أولا ,Arabeyes Technical Dictionary
Figure, شكل ,Arabeyes Technical Dictionary
File, ملف ,Arabeyes Technical Dictionary
File compression, ضغط ملف ,Arabeyes Technical Dictionary
File control block, كتلة ذاكرة التحكم بالملفات ,Arabeyes Technical Dictionary
File descriptor, واصف الملف ,Arabeyes Technical Dictionary
File descriptor leak, تسرب واصف الملف ,Arabeyes Technical Dictionary
File extension, إمتدادة الملف ,Arabeyes Technical Dictionary
File name, اسم ملف ,Arabeyes Technical Dictionary
Filename, اسم ملف ,Arabeyes Technical Dictionary
Filename extension, امتداد اسم ملف ,Arabeyes Technical Dictionary
File permissions, أذون ملف ,Arabeyes Technical Dictionary
Files, ملفات ,Arabeyes Technical Dictionary
File server, خادم ملفات ,Arabeyes Technical Dictionary
File signature, أمضاء ملف ,Arabeyes Technical Dictionary
File system, نظام الملفات ,Arabeyes Technical Dictionary
Filesystem, نظام ملفات ,Arabeyes Technical Dictionary
File transfer, نقل الملف ,Arabeyes Technical Dictionary
File type, نوع الملف ,Arabeyes Technical Dictionary
File (verb),  ,Arabeyes Technical Dictionary
Filing system,  ,Arabeyes Technical Dictionary
Fill, ملء ,Arabeyes Technical Dictionary
Fillcolor, لون الإملاء ,Arabeyes Technical Dictionary
Fill-out form,  ,Arabeyes Technical Dictionary
Filter, مُرشِّح ,Arabeyes Technical Dictionary
Filtering, تصفية، ترشيح ,Arabeyes Technical Dictionary
Filter promotion, ترقية المرشح ,Arabeyes Technical Dictionary
Finalize, اختتام،إتمام،إكمال ,Arabeyes Technical Dictionary
Financial, ماليً ,Arabeyes Technical Dictionary
Find, بحث :: عثور (على) ,Arabeyes Technical Dictionary
Fine grain, حب دقيق ,Arabeyes Technical Dictionary
Fine-tune, موالفة دقيقة ,Arabeyes Technical Dictionary
Finger, يحصل على ,Arabeyes Technical Dictionary
Finish, إنهاء،إتمام،إكمال ,Arabeyes Technical Dictionary
Finite, متناهي ,Arabeyes Technical Dictionary
Finite automata, تلقائي الحركة متناهي ,Arabeyes Technical Dictionary
Finite differencing,  ,Arabeyes Technical Dictionary
Finite state machine,  ,Arabeyes Technical Dictionary
Firebottle, قارورة تأجج ( الإلكترونات في الشاشة) ,Arabeyes Technical Dictionary
Firefighting, مقاومة النار ,Arabeyes Technical Dictionary
Firewall, جدار ناري ,Arabeyes Technical Dictionary
Firing, إطلاق ,Arabeyes Technical Dictionary
Firmware,  ,Arabeyes Technical Dictionary
Firmy,  ,Arabeyes Technical Dictionary
First class module,  ,Arabeyes Technical Dictionary
First customer, الزبون الأول ,Arabeyes Technical Dictionary
First generation computer, حاسوب الجيل ألأول ,Arabeyes Technical Dictionary
First generation language, لغة الجيل ألأول ,Arabeyes Technical Dictionary
First in first out, الداخل أولاً، خارج أولا ,Arabeyes Technical Dictionary
First-in, first-out, الداخل أولا يخرج أولا ,Arabeyes Technical Dictionary
First normal form,  ,Arabeyes Technical Dictionary
First-order, أولي الترتيب،أوليً الدرجة ,Arabeyes Technical Dictionary
First-order logic, منطق أوليً الترتيب،منطق أوًلي الدرجة ,Arabeyes Technical Dictionary
Fit, تناسب ,Arabeyes Technical Dictionary
Fit-to-window, توافقي للنافذة ,Arabeyes Technical Dictionary
Fix, إصلاح ,Arabeyes Technical Dictionary
Fixed, مثبت،ثابت التصحيح،ثابت التصليح ,Arabeyes Technical Dictionary
Fixed disk, قرص مثبًت ,Arabeyes Technical Dictionary
Fixed Font, خط ثابت ,Arabeyes Technical Dictionary
Fixed point,  ,Arabeyes Technical Dictionary
Fixed-point, ثابت الفاصلة ,Arabeyes Technical Dictionary
Fixed point combinator,  ,Arabeyes Technical Dictionary
Fixed width, عرض ثابت ,Arabeyes Technical Dictionary
Fixed-width, عرض ثابت ,Arabeyes Technical Dictionary
Fixed width font, خط ثابت العَرض ,Arabeyes Technical Dictionary
Fixpoint,  ,Arabeyes Technical Dictionary
Flag, علم ,Arabeyes Technical Dictionary
Flamage,  ,Arabeyes Technical Dictionary
Flame,  ,Arabeyes Technical Dictionary
Flame off,  ,Arabeyes Technical Dictionary
Flamewar,  ,Arabeyes Technical Dictionary
Flaming,  ,Arabeyes Technical Dictionary
Flap,  ,Arabeyes Technical Dictionary
Flapping router,  ,Arabeyes Technical Dictionary
Flash, بريق ,Arabeyes Technical Dictionary
Flash disk,  ,Arabeyes Technical Dictionary
Flash memory,  ,Arabeyes Technical Dictionary
Flat, مسطح ,Arabeyes Technical Dictionary
Flat address space,  ,Arabeyes Technical Dictionary
Flat color,  ,Arabeyes Technical Dictionary
Flat file,  ,Arabeyes Technical Dictionary
Flatten,  ,Arabeyes Technical Dictionary
Flat thunk,  ,Arabeyes Technical Dictionary
Flavor, نكهة،طعم،مذاق ,Arabeyes Technical Dictionary
Flavorful, مليئ بلنكهة،مليئ بلمذاق ,Arabeyes Technical Dictionary
Flip,  ,Arabeyes Technical Dictionary
Flip-flop,  ,Arabeyes Technical Dictionary
Float, حُر ,Arabeyes Technical Dictionary
Floating head,  ,Arabeyes Technical Dictionary
Floating point,  ,Arabeyes Technical Dictionary
Floating-point, الفاصلة العائمة ,Arabeyes Technical Dictionary
Floating-point accelerator,  ,Arabeyes Technical Dictionary
Floating-point arithmetic,  ,Arabeyes Technical Dictionary
Floating point underflow,  ,Arabeyes Technical Dictionary
Floating underflow,  ,Arabeyes Technical Dictionary
Float (verb), طفو ,Arabeyes Technical Dictionary
Flood, أَغرَقَ ,Arabeyes Technical Dictionary
Floor, دور،طابق ,Arabeyes Technical Dictionary
Floppy, مرن ,Arabeyes Technical Dictionary
Floppy disk, قرص مرن ,Arabeyes Technical Dictionary
Floppy disk drive, محرك الأقراص المرنة ,Arabeyes Technical Dictionary
Floppy drive, مشغّل قرص مرن ,Arabeyes Technical Dictionary
Floptical, قرص مرن ضوئي ,Arabeyes Technical Dictionary
Floss, البرمجيات الحرّة مفتوحة المصدر - اختصار لاسم: Free Libre Open Source Software ,Arabeyes Technical Dictionary
Flow, دفق،جريان ,Arabeyes Technical Dictionary
Flow analysis, تحليل التدفق ,Arabeyes Technical Dictionary
Flow chart, مخطّط جَرَيان ,Arabeyes Technical Dictionary
Flowchart, قائمة التدفق ,Arabeyes Technical Dictionary
Flow control, مراقبة الدفق،مراقبة الجريان ,Arabeyes Technical Dictionary
Flower key, مفتاح الوردة (خاص بلماكِنتوش) ,Arabeyes Technical Dictionary
Flow of control,  ,Arabeyes Technical Dictionary
Flush,  ,Arabeyes Technical Dictionary
Fly page,  ,Arabeyes Technical Dictionary
Flytrap,  ,Arabeyes Technical Dictionary
Focus, بؤرة ,Arabeyes Technical Dictionary
Focus group,  ,Arabeyes Technical Dictionary
Fold,  ,Arabeyes Technical Dictionary
Fold case,  ,Arabeyes Technical Dictionary
Folder, مجلّد ,Arabeyes Technical Dictionary
Follow-on bus,  ,Arabeyes Technical Dictionary
Follow-up,  ,Arabeyes Technical Dictionary
Font, خط ,Arabeyes Technical Dictionary
Fontwork, معمل الخطوط ,Arabeyes Technical Dictionary
Foo,  ,Arabeyes Technical Dictionary
Foobar,  ,Arabeyes Technical Dictionary
Foogol,  ,Arabeyes Technical Dictionary
Footer, تذييل ,Arabeyes Technical Dictionary
Foot-net,  ,Arabeyes Technical Dictionary
Footnote, حاشية ,Arabeyes Technical Dictionary
Footprint,  ,Arabeyes Technical Dictionary
For,  ,Arabeyes Technical Dictionary
Fora,  ,Arabeyes Technical Dictionary
Force, القوًة،القدرة ,Arabeyes Technical Dictionary
Forecast, توقّع ,Arabeyes Technical Dictionary
Foreground, أمامية المنظر،أمامية اللوحة ,Arabeyes Technical Dictionary
Foreign key,  ,Arabeyes Technical Dictionary
Fork, إنفراج،تشعًب ,Arabeyes Technical Dictionary
For loop,  ,Arabeyes Technical Dictionary
Form, استمارة،شكل ,Arabeyes Technical Dictionary
Formal argument,  ,Arabeyes Technical Dictionary
Formal methods,  ,Arabeyes Technical Dictionary
Formal parameter, مُسِط شكلي ,Arabeyes Technical Dictionary
Formal review,  ,Arabeyes Technical Dictionary
Format, تهيئة، تنسيق، نسق ,Arabeyes Technical Dictionary
Format (noun), نسق (نص)، هيئة (ملف، مخزن) ,Arabeyes Technical Dictionary
Formatted,  ,Arabeyes Technical Dictionary
Format (verb), تنسيق (نص)، تهيئة (ملف، مخزن) ,Arabeyes Technical Dictionary
Form factor,  ,Arabeyes Technical Dictionary
Form feed,  ,Arabeyes Technical Dictionary
Formula, صيغة ,Arabeyes Technical Dictionary
Formulas,  ,Arabeyes Technical Dictionary
Forum, منتدى ,Arabeyes Technical Dictionary
Forward, إلى الأمام ,Arabeyes Technical Dictionary
Forward analysis,  ,Arabeyes Technical Dictionary
Forward chaining,  ,Arabeyes Technical Dictionary
Forward compatibility, التطابق المستقبلي،الإنسجام المستقبلي ,Arabeyes Technical Dictionary
Forward compatible, مستقبلي التوافق،مستقبلي الإنسجام ,Arabeyes Technical Dictionary
Forward delta,  ,Arabeyes Technical Dictionary
Forward engineering,  ,Arabeyes Technical Dictionary
Forwarding,  ,Arabeyes Technical Dictionary
Forwards compatibility,  ,Arabeyes Technical Dictionary
Forwards compatible,  ,Arabeyes Technical Dictionary
FOSS,  ,Arabeyes Technical Dictionary
Foundation, تأسيس،مؤسسة ,Arabeyes Technical Dictionary
Four-colour glossies,  ,Arabeyes Technical Dictionary
Four colour map theorem,  ,Arabeyes Technical Dictionary
Four colour theorem,  ,Arabeyes Technical Dictionary
Fourier Analysis, تحليل فوريير ,Arabeyes Technical Dictionary
Fourth generation computer, حاسوب الجيل الرابع ,Arabeyes Technical Dictionary
Fourth generation language, لغة الجيل الرابع ,Arabeyes Technical Dictionary
Fourth normal form,  ,Arabeyes Technical Dictionary
Fractal, كُسوري ,Arabeyes Technical Dictionary
Fractal compression, ضغط (صور) كسوري ,Arabeyes Technical Dictionary
Fractal dimension, بُعد كسوري ,Arabeyes Technical Dictionary
Fraction, كسر ,Arabeyes Technical Dictionary
Frag, قتلة ,Arabeyes Technical Dictionary
Fragile, سريع العطب ,Arabeyes Technical Dictionary
Fragment, كٍِسرة ,Arabeyes Technical Dictionary
Fragmentation, تجزئة ,Arabeyes Technical Dictionary
Frame, إطار ,Arabeyes Technical Dictionary
Frame buffer, صِوان الإطار ,Arabeyes Technical Dictionary
Framebuffer,  ,Arabeyes Technical Dictionary
Frame grabber, ملتقط الإطارات ,Arabeyes Technical Dictionary
Frame pointer,  ,Arabeyes Technical Dictionary
Frame rate, معدل الإطار ,Arabeyes Technical Dictionary
Frame relay, تنقيل الإطار ,Arabeyes Technical Dictionary
Frame set, طقم إطارات ,Arabeyes Technical Dictionary
Frames per second, إطار في الثانية ,Arabeyes Technical Dictionary
Framework, هيكل ,Arabeyes Technical Dictionary
Framing specification,  ,Arabeyes Technical Dictionary
Free, حر ,Arabeyes Technical Dictionary
Free disk space,  ,Arabeyes Technical Dictionary
Free software, برمجيات حرة ,Arabeyes Technical Dictionary
Free space, مساحة فارغة ,Arabeyes Technical Dictionary
Free variable, متغيًر حرً،متغيًر طليق ,Arabeyes Technical Dictionary
Freeware, برمجيات مجانية ,Arabeyes Technical Dictionary
Freeze, تجميد ,Arabeyes Technical Dictionary
Frequency, تردد، تواتر ,Arabeyes Technical Dictionary
Frequency division multiple access,  ,Arabeyes Technical Dictionary
Frequency division multiplexing,  ,Arabeyes Technical Dictionary
Frequently asked question, أسئلة و أجوبة ,Arabeyes Technical Dictionary
Friction feed,  ,Arabeyes Technical Dictionary
Frobnicate,  ,Arabeyes Technical Dictionary
Front end, نهاية أمامية ,Arabeyes Technical Dictionary
Front-end,  ,Arabeyes Technical Dictionary
Frontend,  ,Arabeyes Technical Dictionary
Front-end processor, معالج وسيط للاتصال ,Arabeyes Technical Dictionary
Front side bus,  ,Arabeyes Technical Dictionary
Frotzed,  ,Arabeyes Technical Dictionary
Fry,  ,Arabeyes Technical Dictionary
FTP, FTP ,Arabeyes Technical Dictionary
Fudge factor,  ,Arabeyes Technical Dictionary
Full, كامل ,Arabeyes Technical Dictionary
Full-custom,  ,Arabeyes Technical Dictionary
Full-duplex,  ,Arabeyes Technical Dictionary
Full-duplex Switched Ethernet,  ,Arabeyes Technical Dictionary
Full-motion video, مرئي كامل الحركة ,Arabeyes Technical Dictionary
Full outer join,  ,Arabeyes Technical Dictionary
Full pathname, إسم مسار كامل ,Arabeyes Technical Dictionary
Full screen, ملء الشاشة ,Arabeyes Technical Dictionary
Fully associative cache,  ,Arabeyes Technical Dictionary
Fully lazy lambda lifting,  ,Arabeyes Technical Dictionary
Function,  ,Arabeyes Technical Dictionary
Functional, وظيفي ,Arabeyes Technical Dictionary
Functional database, قاعدة بيانات داليّة، قاعدة بيانات إقترانيّة ,Arabeyes Technical Dictionary
Functional dependency, تابعية وظيفية،إنقياد وظيفي ,Arabeyes Technical Dictionary
Functionality, التأدية الوظيفية ,Arabeyes Technical Dictionary
Functional language, لغة وظيفية ,Arabeyes Technical Dictionary
Functional program, برنامج وظيفي ,Arabeyes Technical Dictionary
Functional programming, برمجة وظيفية ,Arabeyes Technical Dictionary
Functional programming language, لغة برمجة وظيفية ,Arabeyes Technical Dictionary
Functional requirements, متطلًبات وظيفية،لزوم وظيفية ,Arabeyes Technical Dictionary
Functional specification, مواصفة وظيفية ,Arabeyes Technical Dictionary
Functional testing, إختبار وظيفي ,Arabeyes Technical Dictionary
Functional unit, وحدة وظيفية ,Arabeyes Technical Dictionary
Function application, تطبيق وظيفة ,Arabeyes Technical Dictionary
Function call, إستدعاء وظيفة ,Arabeyes Technical Dictionary
Function key, مفتاح وظيفة ,Arabeyes Technical Dictionary
Function (Mathematics), دالة ,Arabeyes Technical Dictionary
Function (Programming), وظيفة ,Arabeyes Technical Dictionary
Functions (Programming),  ,Arabeyes Technical Dictionary
Functor,  ,Arabeyes Technical Dictionary
Fusion,  ,Arabeyes Technical Dictionary
Future date testing,  ,Arabeyes Technical Dictionary
Fuzzy, مُبهم، ضبابي ,Arabeyes Technical Dictionary
Fuzzy computing, حوسبة ضبابية ,Arabeyes Technical Dictionary
Fuzzy logic, منطق ضبابي ,Arabeyes Technical Dictionary
Fuzzy subset, زمرة فرعيًة غامضة ,Arabeyes Technical Dictionary
Fuzzy translation, ترجمة مُبهمة ,Arabeyes Technical Dictionary
